ngram	w1	w2	w3	w4	n
di_masa_lalu_kata	di	masa	lalu	kata	4
di_masa_lalu_menjadi	di	masa	lalu	menjadi	4
di_masa_mendatang_katanya	di	masa	mendatang	katanya	4
di_masa_orde_baru	di	masa	orde	baru	4
dibuat_pada_masa_pemerintahan	dibuat	pada	masa	pemerintahan	4
generasi_muda_di_masa	generasi	muda	di	masa	4
ini_di_masa_depan	ini	di	masa	depan	4
kehidupan_dan_masa_depan	kehidupan	dan	masa	depan	4
kita_di_masa_depan	kita	di	masa	depan	4
lagi_di_masa_depan	lagi	di	masa	depan	4
masa_jabatan_saya_sebagai	masa	jabatan	saya	sebagai	4
masa_lalu_masa_kini	masa	lalu	masa	kini	4
masa_sekarang_dan_akan	masa	sekarang	dan	akan	4
masa_tanggap_darurat_bencana	masa	tanggap	darurat	bencana	4
memasuki_masa_pensiun_pada	memasuki	masa	pensiun	pada	4
memiliki_basis_masa_yang	memiliki	basis	masa	yang	4
memiliki_masa_depan_yang	memiliki	masa	depan	yang	4
menentukan_masa_depan_bangsa	menentukan	masa	depan	bangsa	4
menjadi_penentu_masa_depan	menjadi	penentu	masa	depan	4
menyongsong_masa_depan_yang	menyongsong	masa	depan	yang	4
mereka_di_masa_depan	mereka	di	masa	depan	4
penjara_dengan_masa_percobaan	penjara	dengan	masa	percobaan	4
penting_untuk_masa_depan	penting	untuk	masa	depan	4
punya_masa_depan_yang	punya	masa	depan	yang	4
sebelum_masa_jabatannya_berakhir	sebelum	masa	jabatannya	berakhir	4
sudah_menjalani_masa_hukuman	sudah	menjalani	masa	hukuman	4
terjadi_pada_masa_lalu	terjadi	pada	masa	lalu	4
untuk_masa_depan_dan	untuk	masa	depan	dan	4
untuk_masa_yang_akan	untuk	masa	yang	akan	4
yang_akan_memasuki_masa	yang	akan	memasuki	masa	4
yang_dibuat_pada_masa	yang	dibuat	pada	masa	4
yang_telah_memasuki_masa	yang	telah	memasuki	masa	4
yang_terjadi_pada_masa	yang	terjadi	pada	masa	4
adalah_masa_depan_bangsa	adalah	masa	depan	bangsa	3
akan_menentukan_masa_depan	akan	menentukan	masa	depan	3
akan_menjadi_masa_depan	akan	menjadi	masa	depan	3
atau_pengurangan_masa_tahanan	atau	pengurangan	masa	tahanan	3
bagi_masa_depan_bangsa	bagi	masa	depan	bangsa	3
baik_lagi_di_masa	baik	lagi	di	masa	3
bangsa_di_masa_mendatang	bangsa	di	masa	mendatang	3
berakhirnya_masa_periode_satu	berakhirnya	masa	periode	satu	3
berkembang_di_masa_mendatang	berkembang	di	masa	mendatang	3
berpikir_tentang_masa_depannya	berpikir	tentang	masa	depannya	3
bulan_penjara_dengan_masa	bulan	penjara	dengan	masa	3
dan_di_masa_yang	dan	di	masa	yang	3
dan_masa_depan_para	dan	masa	depan	para	3
dan_masa_yang_akan	dan	masa	yang	akan	3
demi_masa_depan_bangsa	demi	masa	depan	bangsa	3
dengan_masa_kerja_minimal	dengan	masa	kerja	minimal	3
dengan_masa_studi_tahun	dengan	masa	studi	tahun	3
desa_yang_masa_jabatan	desa	yang	masa	jabatan	3
di_akhir_masa_jabatan	di	akhir	masa	jabatan	3
di_masa_datang_katanya	di	masa	datang	katanya	3
di_masa_depan_bisa	di	masa	depan	bisa	3
di_masa_depan_tegas	di	masa	depan	tegas	3
di_masa_depan_tidak	di	masa	depan	tidak	3
di_masa_depan_untuk	di	masa	depan	untuk	3
di_masa_lalu_karena	di	masa	lalu	karena	3
di_masa_lalu_pernah	di	masa	lalu	pernah	3
di_masa_lalu_tidak	di	masa	lalu	tidak	3
di_masa_lalu_yang	di	masa	lalu	yang	3
di_masa_mendatang_akan	di	masa	mendatang	akan	3
di_masa_perpanjangan_waktu	di	masa	perpanjangan	waktu	3
di_masa_sulit_ini	di	masa	sulit	ini	3
dilakukan_setelah_masa_reses	dilakukan	setelah	masa	reses	3
energi_di_masa_depan	energi	di	masa	depan	3
generasi_masa_depan_yang	generasi	masa	depan	yang	3
guru_sangat_menentukan_masa	guru	sangat	menentukan	masa	3
hari_pertama_masa_kampanye	hari	pertama	masa	kampanye	3
hari_sebelum_masa_kampanye	hari	sebelum	masa	kampanye	3
hidup_di_masa_depan	hidup	di	masa	depan	3
hingga_akhir_masa_jabatannya	hingga	akhir	masa	jabatannya	3
ini_dan_masa_depan	ini	dan	masa	depan	3
ini_sudah_memasuki_masa	ini	sudah	memasuki	masa	3
investasi_untuk_masa_depan	investasi	untuk	masa	depan	3
kehidupan_kita_di_masa	kehidupan	kita	di	masa	3
kembali_ke_klub_masa	kembali	ke	klub	masa	3
kepala_daerah_yang_masa	kepala	daerah	yang	masa	3
kini_sudah_memasuki_masa	kini	sudah	memasuki	masa	3
kita_di_masa_lalu	kita	di	masa	lalu	3
kita_di_masa_mendatang	kita	di	masa	mendatang	3
lagi_di_masa_yang	lagi	di	masa	yang	3
lalu_masa_kini_dan	lalu	masa	kini	dan	3
laut_sebagai_masa_depan	laut	sebagai	masa	depan	3
masa_depan_anak_bangsa	masa	depan	anak	bangsa	3
masa_depan_dan_kesejahteraan	masa	depan	dan	kesejahteraan	3
masa_depan_dengan_lebih	masa	depan	dengan	lebih	3
masa_depan_seperti_mobil	masa	depan	seperti	mobil	3
masa_depan_yang_panjang	masa	depan	yang	panjang	3
masa_jabatan_hakim_konstitusi	masa	jabatan	hakim	konstitusi	3
masa_jabatannya_yang_kedua	masa	jabatannya	yang	kedua	3
masa_kampanye_pemilihan_presiden	masa	kampanye	pemilihan	presiden	3
masa_kerja_minimal_tahun	masa	kerja	minimal	tahun	3
masa_lalu_di_mana	masa	lalu	di	mana	3
masa_pendaftaran_bakal_calon	masa	pendaftaran	bakal	calon	3
masa_penjajahan_guru_selalu	masa	penjajahan	guru	selalu	3
masa_periode_satu_pada	masa	periode	satu	pada	3
masa_reses_kali_ini	masa	reses	kali	ini	3
masa_sidang_kedua_tahun	masa	sidang	kedua	tahun	3
masyarakat_di_masa_depan	masyarakat	di	masa	depan	3
mengenai_masa_depan_saya	mengenai	masa	depan	saya	3
menyiapkan_generasi_masa_depan	menyiapkan	generasi	masa	depan	3
pada_hari_terakhir_masa	pada	hari	terakhir	masa	3
pada_masa_angkutan_lebaran	pada	masa	angkutan	lebaran	3
pada_masa_kampanye_lalu	pada	masa	kampanye	lalu	3
pada_masa_lalu_dan	pada	masa	lalu	dan	3
pada_masa_tambahan_waktu	pada	masa	tambahan	waktu	3
pembangunan_di_masa_depan	pembangunan	di	masa	depan	3
pemimpin_bangsa_di_masa	pemimpin	bangsa	di	masa	3
pemimpin_di_masa_depan	pemimpin	di	masa	depan	3
pencerahan_bagi_masa_depan	pencerahan	bagi	masa	depan	3
penentu_masa_depan_bangsa	penentu	masa	depan	bangsa	3
pernah_terjadi_pada_masa	pernah	terjadi	pada	masa	3
persen_dibandingkan_masa_angkutan	persen	dibandingkan	masa	angkutan	3
pikir_masa_lalu_seperti	pikir	masa	lalu	seperti	3
pola_pikir_masa_lalu	pola	pikir	masa	lalu	3
politik_pada_masa_kampanye	politik	pada	masa	kampanye	3
sangat_menentukan_masa_depan	sangat	menentukan	masa	depan	3
sekarang_dan_di_masa	sekarang	dan	di	masa	3
sekarang_dan_masa_depan	sekarang	dan	masa	depan	3
selama_masa_uji_coba	selama	masa	uji	coba	3
selama_tiga_bulan_masa	selama	tiga	bulan	masa	3
seperti_di_masa_lalu	seperti	di	masa	lalu	3
sisa_masa_jabatan_tahun	sisa	masa	jabatan	tahun	3
sudah_akan_memasuki_masa	sudah	akan	memasuki	masa	3
sudah_habis_masa_kontraknya	sudah	habis	masa	kontraknya	3
tahun_penjara_dikurangi_masa	tahun	penjara	dikurangi	masa	3
tentang_masa_depan_kita	tentang	masa	depan	kita	3
terhadap_masa_depan_bangsa	terhadap	masa	depan	bangsa	3
terkait_dengan_masa_depan	terkait	dengan	masa	depan	3
tersebut_harus_menjalani_masa	tersebut	harus	menjalani	masa	3
tidak_ada_masa-lah_dengan	tidak	ada	masa-lah	dengan	3
untuk_masa_depan_anak	untuk	masa	depan	anak	3
untuk_mempertimbangkan_masa_depannya	untuk	mempertimbangkan	masa	depannya	3
yang_baik_untuk_masa	yang	baik	untuk	masa	3
yang_berkuasa_pada_masa	yang	berkuasa	pada	masa	3
yang_di_masa_lalu	yang	di	masa	lalu	3
yang_masa_jabatan_kepala	yang	masa	jabatan	kepala	3
yang_masa_jabatannya_berakhir	yang	masa	jabatannya	berakhir	3
yang_memiliki_basis_masa	yang	memiliki	basis	masa	3
yang_memiliki_masa_kerja	yang	memiliki	masa	kerja	3
yang_mengancam_masa_depan	yang	mengancam	masa	depan	3
yang_telah_habis_masa	yang	telah	habis	masa	3
yang_terjadi_selama_masa	yang	terjadi	selama	masa	3
â_masa_yang_baikâ	â	masa	yang	baikâ	2
ada_masa_berlaku_hingga	ada	masa	berlaku	hingga	2
adalah_calon_pemimpin_masa	adalah	calon	pemimpin	masa	2
adalah_industri_masa_depan	adalah	industri	masa	depan	2
adalah_investasi_untuk_masa	adalah	investasi	untuk	masa	2
adalah_kunci_menghadapi_masa	adalah	kunci	menghadapi	masa	2
adalah_masa_yang_sangat	adalah	masa	yang	sangat	2
adalah_masa-masa_sulit_bagi	adalah	masa-masa	sulit	bagi	2
agar_di_masa_datang	agar	di	masa	datang	2
agar_di_masa_mendatang	agar	di	masa	mendatang	2
agar_tidak_terjebak_masa	agar	tidak	terjebak	masa	2
akan_datang_suatu_masa	akan	datang	suatu	masa	2
akan_dilakukan_setelah_masa	akan	dilakukan	setelah	masa	2
akan_me-masuki_masa_pensiun	akan	me-masuki	masa	pensiun	2
akan_mema-suki_masa_pensiun	akan	mema-suki	masa	pensiun	2
akan_memasuki_masa_panen	akan	memasuki	masa	panen	2
akan_memimpin_lini_masa	akan	memimpin	lini	masa	2
akan_memperpanjang_masa_jabatan	akan	memperpanjang	masa	jabatan	2
akan_mengakhiri_masa_tugasnya	akan	mengakhiri	masa	tugasnya	2
akan_mengalami_â_masa	akan	mengalami	â	masa	2
akan_menghabiskan_sisa_masa	akan	menghabiskan	sisa	masa	2
akan_mengubah_masa_depan	akan	mengubah	masa	depan	2
akhir_masa_jabatan_nanti	akhir	masa	jabatan	nanti	2
akhir_masa_jabatan_tersebut	akhir	masa	jabatan	tersebut	2
akhir_masa_tanggap_darurat	akhir	masa	tanggap	darurat	2
akhir_masa_tax_amnesty	akhir	masa	tax	amnesty	2
alternatif_solusi_energi_masa	alternatif	solusi	energi	masa	2
anak_dalam_masa_tumbuh	anak	dalam	masa	tumbuh	2
anak_merupakan_aset_masa	anak	merupakan	aset	masa	2
anak_untuk_masa_depannya	anak	untuk	masa	depannya	2
anak-anak_gaul_masa_kini	anak-anak	gaul	masa	kini	2
antara_masa_lampau_dengan	antara	masa	lampau	dengan	2
arah_masa_depan_bumi	arah	masa	depan	bumi	2
atau_lebih_di_masa	atau	lebih	di	masa	2
ayahnya_pada_masa_paruh	ayahnya	pada	masa	paruh	2
bagi_masa_depan_anak-anak	bagi	masa	depan	anak-anak	2
bagi_masa_depan_lebih	bagi	masa	depan	lebih	2
bagi_masa_depan_yang	bagi	masa	depan	yang	2
bagian_dari_masa_lalu	bagian	dari	masa	lalu	2
bahwa_masa_jabatan_bupati	bahwa	masa	jabatan	bupati	2
bahwa_pariwisata_adalah_masa	bahwa	pariwisata	adalah	masa	2
baik_di_masa_sekarang	baik	di	masa	sekarang	2
baik_itu_pada_masa	baik	itu	pada	masa	2
baik_untuk_masa_depan	baik	untuk	masa	depan	2
bangsa_dan_masa_depan	bangsa	dan	masa	depan	2
baru_saja_melewati_masa	baru	saja	melewati	masa	2
basis_masa_yang_ril	basis	masa	yang	ril	2
batas_usia_dan_masa	batas	usia	dan	masa	2
belajar_untuk_masa_depan	belajar	untuk	masa	depan	2
belum_memasuki_masa_panen	belum	memasuki	masa	panen	2
berada_di_masa_depan	berada	di	masa	depan	2
berada_di_masa_senja	berada	di	masa	senja	2
berada_di_masa-masa_paling	berada	di	masa-masa	paling	2
beragam_produk_masa_depan	beragam	produk	masa	depan	2
berakhir_masa_jabatannya_dan	berakhir	masa	jabatannya	dan	2
berakhir_masa_tugasnya_pada	berakhir	masa	tugasnya	pada	2
berakhirnya_masa_jabatan_bupati	berakhirnya	masa	jabatan	bupati	2
berapa_lama_masa_jabatan	berapa	lama	masa	jabatan	2
berarti_masa_reses_untuk	berarti	masa	reses	untuk	2
berbeda_dengan_masa_lalu	berbeda	dengan	masa	lalu	2
berdamai_dengan_masa_lalunya	berdamai	dengan	masa	lalunya	2
berharap_agar_di_masa	berharap	agar	di	masa	2
berharap_di_masa_mendatang	berharap	di	masa	mendatang	2
berharap_di_masa_yang	berharap	di	masa	yang	2
berhubungan_dengan_masa_lalu	berhubungan	dengan	masa	lalu	2
berikutnya_pada_masa_mendatang	berikutnya	pada	masa	mendatang	2
berkompetisi_di_masa_depan	berkompetisi	di	masa	depan	2
berkuasa_pada_masa_pemerintahan	berkuasa	pada	masa	pemerintahan	2
berlaku_hingga_masa_kredit	berlaku	hingga	masa	kredit	2
berpamitan_karena_masa_jabatannya	berpamitan	karena	masa	jabatannya	2
bersama_demi_masa_depan	bersama	demi	masa	depan	2
berusaha_berdamai_dengan_masa	berusaha	berdamai	dengan	masa	2
biomassa_adalah_industri_masa	biomassa	adalah	industri	masa	2
bisa_kembali_ke_masa	bisa	kembali	ke	masa	2
bisa_melewati_masa_kritisnya	bisa	melewati	masa	kritisnya	2
bisa_membawa_masa_depan	bisa	membawa	masa	depan	2
bisa_memprediksi_masa_depan	bisa	memprediksi	masa	depan	2
bisa_menjadi_pemimpin_masa	bisa	menjadi	pemimpin	masa	2
bisa_tawarkan_masa_aktif	bisa	tawarkan	masa	aktif	2
bola_pada_masa_jayanya	bola	pada	masa	jayanya	2
bukan_hanya_masa_depan	bukan	hanya	masa	depan	2
bulan_penjara_dikurangi_masa	bulan	penjara	dikurangi	masa	2
bulan_sampai_masa_panen	bulan	sampai	masa	panen	2
bulan_sebelum_masa_jabatannya	bulan	sebelum	masa	jabatannya	2
bunga_tetap_sepanjang_masa	bunga	tetap	sepanjang	masa	2
buruk_di_masa_lalu	buruk	di	masa	lalu	2
cerdas_masa_kini_seolah	cerdas	masa	kini	seolah	2
consumer_good_di_masa	consumer	good	di	masa	2
cuti_selama_masa_kampanye	cuti	selama	masa	kampanye	2
daerah_yang_masa_jabatan	daerah	yang	masa	jabatan	2
daerah_yang_masa_jabatannya	daerah	yang	masa	jabatannya	2
dalam_masa_kampanye_nanti	dalam	masa	kampanye	nanti	2
dalam_masa_orientasi_siswa	dalam	masa	orientasi	siswa	2
dalam_masa_pemulihan_cidera	dalam	masa	pemulihan	cidera	2
dalam_masa_tumbuh_kembangnya	dalam	masa	tumbuh	kembangnya	2
dalam_menentukan_masa_depan	dalam	menentukan	masa	depan	2
dalam_menjawab_tantangan_masa	dalam	menjawab	tantangan	masa	2
dalam_menyongsong_masa_depan	dalam	menyongsong	masa	depan	2
dalam_periode_masa_kepengurusan	dalam	periode	masa	kepengurusan	2
dan_berlaku_hingga_masa	dan	berlaku	hingga	masa	2
dan_dari_masa_ke	dan	dari	masa	ke	2
dan_di_masa_dewasa	dan	di	masa	dewasa	2
dan_laut_sebagai_masa	dan	laut	sebagai	masa	2
dan_masa_depan_daerah	dan	masa	depan	daerah	2
dan_masa_depan_dari	dan	masa	depan	dari	2
dan_masa_depan_partai	dan	masa	depan	partai	2
dan_masa_depan_umat	dan	masa	depan	umat	2
dan_masa_depan_yang	dan	masa	depan	yang	2
dan_masa_kerja_sebagai	dan	masa	kerja	sebagai	2
dan_melupakan_masa_lalu	dan	melupakan	masa	lalu	2
dan_menatap_ke_masa	dan	menatap	ke	masa	2
dan_menentukan_masa_depan	dan	menentukan	masa	depan	2
dan_mengancam_masa_depan	dan	mengancam	masa	depan	2
dan_menghancurkan_masa_depan	dan	menghancurkan	masa	depan	2
dan_pembukaan_masa_sidang	dan	pembukaan	masa	sidang	2
dan_pencerahan_bagi_masa	dan	pencerahan	bagi	masa	2
dan_sukses_di_masa	dan	sukses	di	masa	2
dapat_berkompetisi_di_masa	dapat	berkompetisi	di	masa	2
dari_deviasi_di_masa	dari	deviasi	di	masa	2
dari_kesalahan_masa_lalu	dari	kesalahan	masa	lalu	2
dari_masa_lampau_ke	dari	masa	lampau	ke	2
dari_pengalaman_masa_lalu	dari	pengalaman	masa	lalu	2
datang_suatu_masa_seperti	datang	suatu	masa	seperti	2
dengan_masa_bakti_paling	dengan	masa	bakti	paling	2
dengan_masa_kerja_tahun	dengan	masa	kerja	tahun	2
dengan_masa_lalu_rumit	dengan	masa	lalu	rumit	2
dengan_masa_percobaan_dua	dengan	masa	percobaan	dua	2
dengan_masa_percobaan_satu	dengan	masa	percobaan	satu	2
dengan_masa_repayment_selama	dengan	masa	repayment	selama	2
dengan_masa_sekarang_untuk	dengan	masa	sekarang	untuk	2
dengan_memanfaatkan_masa_kampanye	dengan	memanfaatkan	masa	kampanye	2
dengan_rakyat_menjemput_masa	dengan	rakyat	menjemput	masa	2
desa_saya_mengalami_masa	desa	saya	mengalami	masa	2
deviasi_di_masa_lalu	deviasi	di	masa	lalu	2
di_awal_masa_kampanye	di	awal	masa	kampanye	2
di_masa_depan_ada	di	masa	depan	ada	2
di_masa_depan_imbuhnya	di	masa	depan	imbuhnya	2
di_masa_depan_lebih	di	masa	depan	lebih	2
di_masa_depan_sangat	di	masa	depan	sangat	2
di_masa_depan_sehingga	di	masa	depan	sehingga	2
di_masa_depan_seiring	di	masa	depan	seiring	2
di_masa_depan_terang	di	masa	depan	terang	2
di_masa_depan_tukas	di	masa	depan	tukas	2
di_masa_depan_ucap	di	masa	depan	ucap	2
di_masa_depan_yaitu	di	masa	depan	yaitu	2
di_masa_depan_yang	di	masa	depan	yang	2
di_masa_lalu_bisa	di	masa	lalu	bisa	2
di_masa_lalu_di	di	masa	lalu	di	2
di_masa_lalu_memang	di	masa	lalu	memang	2
di_masa_lalu_menuju	di	masa	lalu	menuju	2
di_masa_lampau_dan	di	masa	lampau	dan	2
di_masa_mendatang_agar	di	masa	mendatang	agar	2
di_masa_mendatang_icon	di	masa	mendatang	icon	2
di_masa_mendatang_kata	di	masa	mendatang	kata	2
di_masa_mendatang_ujar	di	masa	mendatang	ujar	2
di_masa_mendatang_ujarnya	di	masa	mendatang	ujarnya	2
di_masa_mendatang_yang	di	masa	mendatang	yang	2
di_masa_perang_kemerdekaan	di	masa	perang	kemerdekaan	2
di_masa_reformasi_ini	di	masa	reformasi	ini	2
di_masa_sekarang_atau	di	masa	sekarang	atau	2
di_masa-masa_hari_besar	di	masa-masa	hari	besar	2
di_masa-masa_paling_suburnya	di	masa-masa	paling	suburnya	2
di_sisa_masa_jabatannya	di	sisa	masa	jabatannya	2
dibahas_pada_masa_sidang	dibahas	pada	masa	sidang	2
dibangun_pada_masa_kepemimpinan	dibangun	pada	masa	kepemimpinan	2
didik_untuk_masa_depan	didik	untuk	masa	depan	2
dijaring_lewat_masa_reses	dijaring	lewat	masa	reses	2
dikurangi_masa_tahanan_dan	dikurangi	masa	tahanan	dan	2
dilakukan_pada_masa_pemerintahan	dilakukan	pada	masa	pemerintahan	2
dimulai_pada_saat_masa	dimulai	pada	saat	masa	2
diperlukan_di_masa_depan	diperlukan	di	masa	depan	2
dipotong_masa_tahanan_pada	dipotong	masa	tahanan	pada	2
diri_di_masa_mendatang	diri	di	masa	mendatang	2
diri_untuk_menghadapi_masa	diri	untuk	menghadapi	masa	2
diri_untuk_menyambut_masa	diri	untuk	menyambut	masa	2
ditanyakan_karena_mencakup_masa	ditanyakan	karena	mencakup	masa	2
diverifikasi_maupun_menunggu_masa	diverifikasi	maupun	menunggu	masa	2
diwaspadai_selama_masa_kampanye	diwaspadai	selama	masa	kampanye	2
dua_minggu_sebelum_masa	dua	minggu	sebelum	masa	2
ekonomi_di_masa_lalu	ekonomi	di	masa	lalu	2
ekonomi_nasional_di_masa	ekonomi	nasional	di	masa	2
fisik_di_masa_yang	fisik	di	masa	yang	2
fitur_terbaru_mobil-mobil_masa	fitur	terbaru	mobil-mobil	masa	2
gaul_masa_kini_justru	gaul	masa	kini	justru	2
gaya_hidup_masyarakat_masa	gaya	hidup	masyarakat	masa	2
generasi_masa_depan_bangsa	generasi	masa	depan	bangsa	2
gol_di_masa_perpanjangan	gol	di	masa	perpanjangan	2
good_di_masa_depan	good	di	masa	depan	2
hal_ini_di_masa	hal	ini	di	masa	2
hanya_menghadirkan_masa_lalu	hanya	menghadirkan	masa	lalu	2
harapan_untuk_masa_depan	harapan	untuk	masa	depan	2
hari_sebelum_habis_masa	hari	sebelum	habis	masa	2
harus_belajar_dari_masa	harus	belajar	dari	masa	2
harus_melewati_masa-masa_sukar	harus	melewati	masa-masa	sukar	2
harus_menjalani_masa_tahanan	harus	menjalani	masa	tahanan	2
hasil_penilaian_selama_masa	hasil	penilaian	selama	masa	2
hidup_di_masa_lampau	hidup	di	masa	lampau	2
hidup_masyarakat_masa_kini	hidup	masyarakat	masa	kini	2
hidup_satu_masa_dengan	hidup	satu	masa	dengan	2
hidupnya_di_masa_depan	hidupnya	di	masa	depan	2
hingga_akhir_masa_jabatan	hingga	akhir	masa	jabatan	2
hingga_berakhirnya_masa_periode	hingga	berakhirnya	masa	periode	2
hingga_masa_kredit_tahun	hingga	masa	kredit	tahun	2
hingga_pukul_masa_terus	hingga	pukul	masa	terus	2
hukuman_tahun_dipotong_masa	hukuman	tahun	dipotong	masa	2
industri_masa_depan_untuk	industri	masa	depan	untuk	2
ingin_di_masa_depan	ingin	di	masa	depan	2
ini_memiliki_basis_masa	ini	memiliki	basis	masa	2
ini_menjadi_masa_sulit	ini	menjadi	masa	sulit	2
ini_sedang_dalam_masa	ini	sedang	dalam	masa	2
ini_sedang_menjalani_masa	ini	sedang	menjalani	masa	2
ini_terkait_masa_depan	ini	terkait	masa	depan	2
ini_tetapi_di_masa	ini	tetapi	di	masa	2
internasional_di_masa_mendatang	internasional	di	masa	mendatang	2
investasi_di_masa_depan	investasi	di	masa	depan	2
itu_di_masa_lalu	itu	di	masa	lalu	2
jamah_di_masa-masa_lalu	jamah	di	masa-masa	lalu	2
jangka_panjang_dengan_masa	jangka	panjang	dengan	masa	2
jauh_sebelum_masa_kampanye	jauh	sebelum	masa	kampanye	2
jaya_di_masa_datang	jaya	di	masa	datang	2
juga_bukan_di_masa	juga	bukan	di	masa	2
juga_memiliki_basis_masa	juga	memiliki	basis	masa	2
kalau_anak-anak_gaul_masa	kalau	anak-anak	gaul	masa	2
kaligrafi_pada_masa_peradaban	kaligrafi	pada	masa	peradaban	2
kampung_halaman_di_masa	kampung	halaman	di	masa	2
karena_masa_jabatannya_akan	karena	masa	jabatannya	akan	2
karena_mencakup_masa_depan	karena	mencakup	masa	depan	2
karena_pada_masa_ini	karena	pada	masa	ini	2
karena_sudah_habis_masa	karena	sudah	habis	masa	2
karier_masa_depan_di	karier	masa	depan	di	2
ke_klub_masa_kecilnya	ke	klub	masa	kecilnya	2
ke_masa_depan_ujar	ke	masa	depan	ujar	2
ke_masa_depan_yang	ke	masa	depan	yang	2
ke_masa_seiring_berjalannya	ke	masa	seiring	berjalannya	2
kebijakan_ekonomi_di_masa	kebijakan	ekonomi	di	masa	2
kedua_pihak_di_masa	kedua	pihak	di	masa	2
