ngram	w1	w2	w3	n
tulang_belakang_yang	tulang	belakang	yang	4
untuk_lini_belakang	untuk	lini	belakang	4
yakni_di_belakang	yakni	di	belakang	4
yang_belakangan_marak	yang	belakangan	marak	4
yang_belakangan_mulai	yang	belakangan	mulai	4
yang_belakangan_terus	yang	belakangan	terus	4
yang_di_belakang	yang	di	belakang	4
yang_melatar_belakangi	yang	melatar	belakangi	4
4G_belakangan_menjadi	4G	belakangan	menjadi	3
aktor_di_belakang	aktor	di	belakang	3
angka_di_belakang	angka	di	belakang	3
arah_belakang_dan	arah	belakang	dan	3
bahwa_latar_belakang	bahwa	latar	belakang	3
barisan_paling_belakang	barisan	paling	belakang	3
belakang_agama_suku	belakang	agama	suku	3
belakang_dan_langsung	belakang	dan	langsung	3
belakang_dengan_kondisi	belakang	dengan	kondisi	3
belakang_dengan_prinsip	belakang	dengan	prinsip	3
belakang_garis_aman	belakang	garis	aman	3
belakang_itu_akan	belakang	itu	akan	3
belakang_kata_dia	belakang	kata	dia	3
belakang_maupun_depan	belakang	maupun	depan	3
belakang_mobil_saat	belakang	mobil	saat	3
belakang_mulai_dari	belakang	mulai	dari	3
belakang_rumah_itu	belakang	rumah	itu	3
belakang_rumah_mereka	belakang	rumah	mereka	3
belakang_salah_satu	belakang	salah	satu	3
belakang_sebelah_kiri	belakang	sebelah	kiri	3
belakang_sepeda_motor	belakang	sepeda	motor	3
belakang_seperti_itu	belakang	seperti	itu	3
belakang_yang_tak	belakang	yang	tak	3
belakangan_beredar_di	belakangan	beredar	di	3
belakangan_ini_ada	belakangan	ini	ada	3
belakangan_ini_adalah	belakangan	ini	adalah	3
belakangan_ini_beredar	belakangan	ini	beredar	3
belakangan_ini_bukan	belakangan	ini	bukan	3
belakangan_ini_cukup	belakangan	ini	cukup	3
belakangan_ini_kata	belakangan	ini	kata	3
belakangan_ini_kelihatan	belakangan	ini	kelihatan	3
belakangan_ini_menunjukkan	belakangan	ini	menunjukkan	3
belakangan_ini_mereka	belakangan	ini	mereka	3
belakangan_ini_muncul	belakangan	ini	muncul	3
belakangan_ini_saya	belakangan	ini	saya	3
belakangan_menjadi_alternatif	belakangan	menjadi	alternatif	3
belakangan_tidak_lagi	belakangan	tidak	lagi	3
berdasarkan_latar_belakang	berdasarkan	latar	belakang	3
berhenti_di_belakang	berhenti	di	belakang	3
berjalan_di_belakang	berjalan	di	belakang	3
berlatar_belakang_dari	berlatar	belakang	dari	3
bermain_di_belakang	bermain	di	belakang	3
besar_di_belakang	besar	di	belakang	3
dan_belakang_gedung	dan	belakang	gedung	3
dan_kamera_belakang	dan	kamera	belakang	3
dan_latar_belakangnya	dan	latar	belakangnya	3
dari_belakang_rumah	dari	belakang	rumah	3
dengan_latar_belakangnya	dengan	latar	belakangnya	3
depan_atau_belakang	depan	atau	belakang	3
di_bagasi_belakang	di	bagasi	belakang	3
di_belakang_dia	di	belakang	dia	3
di_belakang_gedung	di	belakang	gedung	3
di_belakang_ini	di	belakang	ini	3
di_belakang_itu	di	belakang	itu	3
di_belakang_kamera	di	belakang	kamera	3
di_belakang_kompleks	di	belakang	kompleks	3
di_belakang_sang	di	belakang	sang	3
di_belakang_sepeda	di	belakang	sepeda	3
di_belakang_striker	di	belakang	striker	3
di_belakangnya_sebagai	di	belakangnya	sebagai	3
di_kaca_belakang	di	kaca	belakang	3
di_kompleks_belakang	di	kompleks	belakang	3
di_sisi_belakang	di	sisi	belakang	3
di_teras_belakang	di	teras	belakang	3
dibekali_kamera_belakang	dibekali	kamera	belakang	3
diletakkan_di_belakang	diletakkan	di	belakang	3
diperkuat_pemain_belakang	diperkuat	pemain	belakang	3
ditabrak_dari_belakang	ditabrak	dari	belakang	3
dua_hari_belakangan	dua	hari	belakangan	3
duduk_di_belakangnya	duduk	di	belakangnya	3
harus_berlatar_belakang	harus	berlatar	belakang	3
ini_yang_belakangan	ini	yang	belakangan	3
itu_belakangan_ini	itu	belakangan	ini	3
jatuh_di_belakang	jatuh	di	belakang	3
kamera_belakang_16MP	kamera	belakang	16MP	3
kamera_belakang_8MP	kamera	belakang	8MP	3
kamera_belakang_megapiksel	kamera	belakang	megapiksel	3
ke_arah_belakang	ke	arah	belakang	3
ke_belakang_rumah	ke	belakang	rumah	3
keempat_di_belakang	keempat	di	belakang	3
kemiskinan_dan_keterbelakangan	kemiskinan	dan	keterbelakangan	3
kiri_bagian_belakang	kiri	bagian	belakang	3
lain_di_belakang	lain	di	belakang	3
latar_belakang_gunung	latar	belakang	gunung	3
latar_belakang_hingga	latar	belakang	hingga	3
latar_belakang_ini	latar	belakang	ini	3
latar_belakang_kegiatan	latar	belakang	kegiatan	3
latar_belakang_kehidupan	latar	belakang	kehidupan	3
latar_belakang_keilmuan	latar	belakang	keilmuan	3
latar_belakang_mulai	latar	belakang	mulai	3
latar_belakang_munculnya	latar	belakang	munculnya	3
latar_belakang_pelaksanaan	latar	belakang	pelaksanaan	3
latar_belakang_saya	latar	belakang	saya	3
latar_belakang_sehingga	latar	belakang	sehingga	3
latar_belakang_sekolah	latar	belakang	sekolah	3
latar_belakang_sosial	latar	belakang	sosial	3
lini_belakang_membuat	lini	belakang	membuat	3
media_belakangan_ini	media	belakangan	ini	3
melaju_di_belakang	melaju	di	belakang	3
mengatakan_belakangan_ini	mengatakan	belakangan	ini	3
mengetahui_latar_belakang	mengetahui	latar	belakang	3
mengikuti_dari_belakang	mengikuti	dari	belakang	3
menjelaskan_latar_belakang	menjelaskan	latar	belakang	3
menyampaikan_latar_belakang	menyampaikan	latar	belakang	3
minggu_belakangan_ini	minggu	belakangan	ini	3
muda_di_belakangnya	muda	di	belakangnya	3
nama_yang_belakangan	nama	yang	belakangan	3
oleh_pemain_belakang	oleh	pemain	belakang	3
pemain_belakang_tersebut	pemain	belakang	tersebut	3
pembalap_di_belakangnya	pembalap	di	belakangnya	3
saling_bertolak_belakang	saling	bertolak	belakang	3
sebagai_pemain_belakang	sebagai	pemain	belakang	3
selalu_di_belakang	selalu	di	belakang	3
selama_setahun_belakangan	selama	setahun	belakangan	3
selama_tahun_belakangan	selama	tahun	belakangan	3
solid_di_belakang	solid	di	belakang	3
surut_ke_belakang	surut	ke	belakang	3
tahu_latar_belakang	tahu	latar	belakang	3
tebing_di_belakang	tebing	di	belakang	3
tembok_belakang_rumah	tembok	belakang	rumah	3
tengah_dan_belakang	tengah	dan	belakang	3
terjadi_di_belakang	terjadi	di	belakang	3
terletak_di_belakang	terletak	di	belakang	3
tertinggal_di_belakang	tertinggal	di	belakang	3
tidur_di_belakang	tidur	di	belakang	3
tiga_pemain_belakang	tiga	pemain	belakang	3
tribun_belakang_gawang	tribun	belakang	gawang	3
tubuh_bagian_belakang	tubuh	bagian	belakang	3
tulang_belakang_ternyata	tulang	belakang	ternyata	3
untuk_kamera_belakang	untuk	kamera	belakang	3
warga_di_belakang	warga	di	belakang	3
yang_belakangan_banyak	yang	belakangan	banyak	3
yang_belakangan_diketa-hui	yang	belakangan	diketa-hui	3
yang_belakangan_juga	yang	belakangan	juga	3
yang_belakangan_kerap	yang	belakangan	kerap	3
yang_belakangan_sangat	yang	belakangan	sangat	3
yang_belakangan_semakin	yang	belakangan	semakin	3
yang_belakangan_sering	yang	belakangan	sering	3
yang_melatarbelakangi_sehingga	yang	melatarbelakangi	sehingga	3
ada_di_belakangnya	ada	di	belakangnya	2
ada_latar_belakang	ada	latar	belakang	2
agama_belakangan_ini	agama	belakangan	ini	2
akan_bertolak_belakang	akan	bertolak	belakang	2
aksi_demo_belakangan	aksi	demo	belakangan	2
anehnya_belakangan_ini	anehnya	belakangan	ini	2
antre_di_belakang	antre	di	belakang	2
apa_yang_melatarbelakangi	apa	yang	melatarbelakangi	2
apapun_latar_belakang	apapun	latar	belakang	2
apapun_latar_belakangnya	apapun	latar	belakangnya	2
arah_belakang_jam	arah	belakang	jam	2
arah_belakang_korban	arah	belakang	korban	2
area_persawahan_belakang	area	persawahan	belakang	2
artistik_di_belakang	artistik	di	belakang	2
bagi_pemain_belakang	bagi	pemain	belakang	2
bagian_belakang_akan	bagian	belakang	akan	2
bagian_belakang_gedung	bagian	belakang	gedung	2
bagian_belakang_itu	bagian	belakang	itu	2
bagian_belakang_kantor	bagian	belakang	kantor	2
bagian_belakang_kata	bagian	belakang	kata	2
bagian_belakang_kendaraan	bagian	belakang	kendaraan	2
bagian_belakang_kompleks	bagian	belakang	kompleks	2
bagian_belakang_rumahnya	bagian	belakang	rumahnya	2
bagian_belakang_sebagai	bagian	belakang	sebagai	2
bagian_belakang_smartphone	bagian	belakang	smartphone	2
bagian_belakang_warung	bagian	belakang	warung	2
bagian_belakang_yang	bagian	belakang	yang	2
bagian_belakangnya_sudah	bagian	belakangnya	sudah	2
bagian_ke-pala_belakang	bagian	ke-pala	belakang	2
bagian_kepala_belakang	bagian	kepala	belakang	2
bahwa_belakangan_ini	bahwa	belakangan	ini	2
bajual_di_belakang	bajual	di	belakang	2
ban_belakang_sebelah	ban	belakang	sebelah	2
bangkit_dari_keterbelakangan	bangkit	dari	keterbelakangan	2
bebe-rapa_tahun_belakangan	bebe-rapa	tahun	belakangan	2
beberapa_dekade_belakangan	beberapa	dekade	belakangan	2
beberapa_minggu_belakangan	beberapa	minggu	belakangan	2
beberapa_tahun_belakang	beberapa	tahun	belakang	2
bedah_tulang_belakang	bedah	tulang	belakang	2
bek_di_belakang	bek	di	belakang	2
belakang_12MP_dan	belakang	12MP	dan	2
belakang_ada_yang	belakang	ada	yang	2
belakang_agama_dan	belakang	agama	dan	2
belakang_akibat_gagal	belakang	akibat	gagal	2
belakang_beresolusi_megapiksel	belakang	beresolusi	megapiksel	2
belakang_bisnis_yang	belakang	bisnis	yang	2
belakang_dan_ada	belakang	dan	ada	2
belakang_dan_bagian	belakang	dan	bagian	2
belakang_dan_budaya	belakang	dan	budaya	2
belakang_dan_dirawat	belakang	dan	dirawat	2
belakang_dan_samping	belakang	dan	samping	2
belakang_dan_yang	belakang	dan	yang	2
belakang_dari_apa	belakang	dari	apa	2
belakang_dengan_dua	belakang	dengan	dua	2
belakang_dengan_hasil	belakang	dengan	hasil	2
belakang_dengan_kesaksian	belakang	dengan	kesaksian	2
belakang_dengan_menggunakan	belakang	dengan	menggunakan	2
belakang_dengan_target	belakang	dengan	target	2
belakang_di_antara	belakang	di	antara	2
belakang_di_dokter	belakang	di	dokter	2
belakang_di_dunia	belakang	di	dunia	2
belakang_dia_dan	belakang	dia	dan	2
belakang_dia_tidak	belakang	dia	tidak	2
belakang_dijual_seharga	belakang	dijual	seharga	2
belakang_gedung_gereja	belakang	gedung	gereja	2
belakang_gunung_berapi	belakang	gunung	berapi	2
belakang_hunian_seluas	belakang	hunian	seluas	2
belakang_itu_semua	belakang	itu	semua	2
belakang_itu_yang	belakang	itu	yang	2
belakang_itulah_yang	belakang	itulah	yang	2
belakang_jam_seperti	belakang	jam	seperti	2
belakang_justru_memberikan	belakang	justru	memberikan	2
belakang_kamar_namun	belakang	kamar	namun	2
belakang_kantor_bupati	belakang	kantor	bupati	2
belakang_kantor_pemkab	belakang	kantor	pemkab	2
belakang_karena_akan	belakang	karena	akan	2
belakang_kendaraan_tersebut	belakang	kendaraan	tersebut	2
belakang_kita_yaitu	belakang	kita	yaitu	2
belakang_megapiksel_dan	belakang	megapiksel	dan	2
belakang_menjadi_ukuran	belakang	menjadi	ukuran	2
belakang_mereka_yang	belakang	mereka	yang	2
belakang_mobil_yang	belakang	mobil	yang	2
belakang_negara-negara_maju	belakang	negara-negara	maju	2
belakang_padahal_di	belakang	padahal	di	2
belakang_pasar_karena	belakang	pasar	karena	2
belakang_pegawai_negeri	belakang	pegawai	negeri	2
belakang_pelaksanaan_program	belakang	pelaksanaan	program	2
belakang_pendidikan_sebagai	belakang	pendidikan	sebagai	2
belakang_pendidikan_tinggi	belakang	pendidikan	tinggi	2
belakang_pendidikan_yaitu	belakang	pendidikan	yaitu	2
belakang_pun_masih	belakang	pun	masih	2
belakang_rumah_kosong	belakang	rumah	kosong	2
belakang_rumah_milik	belakang	rumah	milik	2
belakang_rumah_orangtua	belakang	rumah	orangtua	2
belakang_rumah_sakit	belakang	rumah	sakit	2
belakang_rumah_telah	belakang	rumah	telah	2
belakang_rumah_warga	belakang	rumah	warga	2
belakang_rumahnya_kata	belakang	rumahnya	kata	2
belakang_sang_pelatih	belakang	sang	pelatih	2
belakang_sebagai_pengajar	belakang	sebagai	pengajar	2
belakang_serta_kiper	belakang	serta	kiper	2
belakang_sistem_antisipasi	belakang	sistem	antisipasi	2
belakang_tak_ada	belakang	tak	ada	2
belakang_tapi_juga	belakang	tapi	juga	2
belakang_tengah_dan	belakang	tengah	dan	2
belakang_terdapat_dua	belakang	terdapat	dua	2
belakang_ternyata_dapat	belakang	ternyata	dapat	2
belakang_tersebut_saat	belakang	tersebut	saat	2
belakang_tim_tamu	belakang	tim	tamu	2
belakang_tugu_atau	belakang	tugu	atau	2
belakang_untuk_mengulik	belakang	untuk	mengulik	2
belakang_wanita_post-menopause	belakang	wanita	post-menopause	2
belakang_yang_bagus	belakang	yang	bagus	2
belakang_yang_berasal	belakang	yang	berasal	2
belakang_yang_berbeda-beda	belakang	yang	berbeda-beda	2
belakang_yang_disebut	belakang	yang	disebut	2
belakang_yang_layak	belakang	yang	layak	2
belakang_yang_lebih	belakang	yang	lebih	2
belakangan_ada_sejumlah	belakangan	ada	sejumlah	2
belakangan_beredar_kabar	belakangan	beredar	kabar	2
belakangan_berubah_menjadi	belakangan	berubah	menjadi	2
belakangan_di-ketahui_bernama	belakangan	di-ketahui	bernama	2
belakangan_diketa-hui_bernama	belakangan	diketa-hui	bernama	2
belakangan_diketahui_bahwa	belakangan	diketahui	bahwa	2
belakangan_diketahui_sebagai	belakangan	diketahui	sebagai	2
belakangan_diketahui_telah	belakangan	diketahui	telah	2
belakangan_hanya_menjadi	belakangan	hanya	menjadi	2
belakangan_hari_ini	belakangan	hari	ini	2
belakangan_ini_belum	belakangan	ini	belum	2
belakangan_ini_berbagai	belakangan	ini	berbagai	2
belakangan_ini_berpotensi	belakangan	ini	berpotensi	2
belakangan_ini_dia	belakangan	ini	dia	2
belakangan_ini_dikabarkan	belakangan	ini	dikabarkan	2
belakangan_ini_dikenal	belakangan	ini	dikenal	2
belakangan_ini_dirinya	belakangan	ini	dirinya	2
belakangan_ini_gubernur	belakangan	ini	gubernur	2
belakangan_ini_ia	belakangan	ini	ia	2
belakangan_ini_kami	belakangan	ini	kami	2
belakangan_ini_marak	belakangan	ini	marak	2
belakangan_ini_masyarakat	belakangan	ini	masyarakat	2
belakangan_ini_menyebabkan	belakangan	ini	menyebabkan	2
belakangan_ini_para	belakangan	ini	para	2
belakangan_ini_peta	belakangan	ini	peta	2
belakangan_ini_saja	belakangan	ini	saja	2
belakangan_ini_sehingga	belakangan	ini	sehingga	2
belakangan_ini_sejumlah	belakangan	ini	sejumlah	2
belakangan_ini_stok	belakangan	ini	stok	2
belakangan_ini_sudah	belakangan	ini	sudah	2
belakangan_ini_terjadi	belakangan	ini	terjadi	2
belakangan_ini_terkait	belakangan	ini	terkait	2
belakangan_ini_terkesan	belakangan	ini	terkesan	2
belakangan_ini_termasuk	belakangan	ini	termasuk	2
belakangan_ini_terutama	belakangan	ini	terutama	2
belakangan_ini_ungkap	belakangan	ini	ungkap	2
belakangan_ini_yakni	belakangan	ini	yakni	2
belakangan_kelihatan_semakin	belakangan	kelihatan	semakin	2
belakangan_kian_banyak	belakangan	kian	banyak	2
belakangan_kian_santer	belakangan	kian	santer	2
belakangan_marak_terjadi	belakangan	marak	terjadi	2
belakangan_melonjak_kembali	belakangan	melonjak	kembali	2
belakangan_minim_anggaran	belakangan	minim	anggaran	2
belakangan_orangtua_korban	belakangan	orangtua	korban	2
belakangan_rencana_tersebut	belakangan	rencana	tersebut	2
belakangan_sering_menjadi	belakangan	sering	menjadi	2
belakangan_terus_mengalami	belakangan	terus	mengalami	2
belakangan_tinggal_di	belakangan	tinggal	di	2
belakangan_turut_dibenarkan	belakangan	turut	dibenarkan	2
belakangan_yang_penting	belakangan	yang	penting	2
belakangnya_memiliki_hak	belakangnya	memiliki	hak	2
belakangnya_sebagai_pengusaha	belakangnya	sebagai	pengusaha	2
