ngram	w1	w2	w3	w4	w5	n
akan_menjadi_penentu_arah_masa	akan	menjadi	penentu	arah	masa	2
akan_menjadi_relevan_pada_masa	akan	menjadi	relevan	pada	masa	2
akan_selalu_terjaga_di_masa	akan	selalu	terjaga	di	masa	2
akan_terjadi_lagi_di_masa	akan	terjadi	lagi	di	masa	2
akhirnya_terwujud_saat_memasuki_masa	akhirnya	terwujud	saat	memasuki	masa	2
alternatif_solusi_energi_masa_depan	alternatif	solusi	energi	masa	depan	2
amnesti_pajak_hingga_berakhirnya_masa	amnesti	pajak	hingga	berakhirnya	masa	2
anak_merupakan_aset_masa_depan	anak	merupakan	aset	masa	depan	2
anak_untuk_masa_depannya_yang	anak	untuk	masa	depannya	yang	2
anak-anak_gaul_masa_kini_justru	anak-anak	gaul	masa	kini	justru	2
antara_masa_lampau_dengan_masa	antara	masa	lampau	dengan	masa	2
arah_masa_depan_bumi_dan	arah	masa	depan	bumi	dan	2
aspirasi_yang_dijaring_lewat_masa	aspirasi	yang	dijaring	lewat	masa	2
atas_pengawasan_zakat_di_masa	atas	pengawasan	zakat	di	masa	2
ayahnya_pada_masa_paruh_waktu	ayahnya	pada	masa	paruh	waktu	2
bagi_masa_depan_lebih_baik	bagi	masa	depan	lebih	baik	2
bagi_masa_depan_yang_lebih	bagi	masa	depan	yang	lebih	2
bagi_penerimaan_pajak_pada_masa	bagi	penerimaan	pajak	pada	masa	2
bahwa_pariwisata_adalah_masa_depan	bahwa	pariwisata	adalah	masa	depan	2
baik_di_masa_sekarang_dan	baik	di	masa	sekarang	dan	2
batas_usia_dan_masa_kerja	batas	usia	dan	masa	kerja	2
berbasis_biomassa_adalah_industri_masa	berbasis	biomassa	adalah	industri	masa	2
berharap_di_masa_yang_akan	berharap	di	masa	yang	akan	2
berlaku_hingga_masa_kredit_tahun	berlaku	hingga	masa	kredit	tahun	2
berpamitan_karena_masa_jabatannya_akan	berpamitan	karena	masa	jabatannya	akan	2
berpikir_tentang_masa_depannya_yang	berpikir	tentang	masa	depannya	yang	2
berusaha_berdamai_dengan_masa_lalunya	berusaha	berdamai	dengan	masa	lalunya	2
biomassa_adalah_industri_masa_depan	biomassa	adalah	industri	masa	depan	2
bisa_melewati_masa_kritisnya_katanya	bisa	melewati	masa	kritisnya	katanya	2
bisa_membawa_masa_depan_induk	bisa	membawa	masa	depan	induk	2
bisa_menjadi_pemimpin_masa_depan	bisa	menjadi	pemimpin	masa	depan	2
bisa_tawarkan_masa_aktif_baterai	bisa	tawarkan	masa	aktif	baterai	2
bola_pada_masa_jayanya_ia	bola	pada	masa	jayanya	ia	2
bulan_penjara_dikurangi_masa_tahanan	bulan	penjara	dikurangi	masa	tahanan	2
bulan_sebelum_masa_jabatannya_berakhir	bulan	sebelum	masa	jabatannya	berakhir	2
bunga_tetap_sepanjang_masa_kredit	bunga	tetap	sepanjang	masa	kredit	2
calon_pemimpin_masa_depan_yang	calon	pemimpin	masa	depan	yang	2
calon-calon_pemimpin_bangsa_di_masa	calon-calon	pemimpin	bangsa	di	masa	2
cerdas_masa_kini_seolah_tak	cerdas	masa	kini	seolah	tak	2
consumer_good_di_masa_depan	consumer	good	di	masa	depan	2
cucu_kita_di_masa_depan	cucu	kita	di	masa	depan	2
cucu_kita_di_masa_yang	cucu	kita	di	masa	yang	2
daerah_yang_masa_jabatan_kepala	daerah	yang	masa	jabatan	kepala	2
daerah_yang_masa_jabatannya_berakhir	daerah	yang	masa	jabatannya	berakhir	2
dalam_masa_transisi_ini_partai-partai	dalam	masa	transisi	ini	partai-partai	2
dalam_menjawab_tantangan_masa_depan	dalam	menjawab	tantangan	masa	depan	2
dalam_periode_masa_kepengurusan_selanjutnya	dalam	periode	masa	kepengurusan	selanjutnya	2
dalam_rahim_dan_di_masa	dalam	rahim	dan	di	masa	2
dalam_waktu_dekat_sebelum_masa	dalam	waktu	dekat	sebelum	masa	2
dalam_waktu_tiga_bulan_masa	dalam	waktu	tiga	bulan	masa	2
dan_berlaku_hingga_masa_kredit	dan	berlaku	hingga	masa	kredit	2
dan_dari_masa_ke_masa	dan	dari	masa	ke	masa	2
dan_di_masa_depan_sangat	dan	di	masa	depan	sangat	2
dan_laut_sebagai_masa_depan	dan	laut	sebagai	masa	depan	2
dan_masa_depan_bangsa_namun	dan	masa	depan	bangsa	namun	2
dan_masa_depan_umat_manusia	dan	masa	depan	umat	manusia	2
dan_masa_kerja_sebagai_syarat	dan	masa	kerja	sebagai	syarat	2
dan_menatap_ke_masa_depan	dan	menatap	ke	masa	depan	2
dan_pencerahan_bagi_masa_depan	dan	pencerahan	bagi	masa	depan	2
dan_sukses_di_masa_depan	dan	sukses	di	masa	depan	2
dapat_berkompetisi_di_masa_depan	dapat	berkompetisi	di	masa	depan	2
dari_deviasi_di_masa_lalu	dari	deviasi	di	masa	lalu	2
dari_masa_ke_masa_kata	dari	masa	ke	masa	kata	2
dari_masa_ke_masa_seiring	dari	masa	ke	masa	seiring	2
dari_masa_lampau_ke_masa	dari	masa	lampau	ke	masa	2
datang_suatu_masa_seperti_itu	datang	suatu	masa	seperti	itu	2
demi_tidak_mengulangnya_di_masa	demi	tidak	mengulangnya	di	masa	2
dengan_keyboard_fisik_di_masa	dengan	keyboard	fisik	di	masa	2
dengan_masa_bakti_paling_singkat	dengan	masa	bakti	paling	singkat	2
dengan_masa_percobaan_satu_tahun	dengan	masa	percobaan	satu	tahun	2
dengan_masa_repayment_selama_tahun	dengan	masa	repayment	selama	tahun	2
dengan_masa_sekarang_untuk_masa	dengan	masa	sekarang	untuk	masa	2
dengan_memanfaatkan_masa_kampanye_melalui	dengan	memanfaatkan	masa	kampanye	melalui	2
dengan_rakyat_menjemput_masa_depan	dengan	rakyat	menjemput	masa	depan	2
desa_saya_mengalami_masa_yang	desa	saya	mengalami	masa	yang	2
desa_yang_masa_jabatan_hukum	desa	yang	masa	jabatan	hukum	2
deviasi_di_masa_lalu_menuju	deviasi	di	masa	lalu	menuju	2
di_desa_saya_mengalami_masa	di	desa	saya	mengalami	masa	2
di_level_klub_pada_masa	di	level	klub	pada	masa	2
di_masa_depan_seiring_dengan	di	masa	depan	seiring	dengan	2
di_masa_depan_yaitu_konsumen	di	masa	depan	yaitu	konsumen	2
di_masa_injury_time_babak	di	masa	injury	time	babak	2
di_masa_lalu_memang_mengerikan	di	masa	lalu	memang	mengerikan	2
di_masa_lalu_menuju_kesejahteraan	di	masa	lalu	menuju	kesejahteraan	2
di_masa_lalu_tidak_menciptakan	di	masa	lalu	tidak	menciptakan	2
di_masa_yang_akan_da-tang	di	masa	yang	akan	da-tang	2
dimasukkan_oleh_ayahnya_pada_masa	dimasukkan	oleh	ayahnya	pada	masa	2
diperlukan_di_masa_depan_untuk	diperlukan	di	masa	depan	untuk	2
dipotong_masa_tahanan_pada_tuntutan	dipotong	masa	tahanan	pada	tuntutan	2
diri_untuk_menyambut_masa_depan	diri	untuk	menyambut	masa	depan	2
ditanyakan_karena_mencakup_masa_depan	ditanyakan	karena	mencakup	masa	depan	2
dituntut_hukuman_tahun_dipotong_masa	dituntut	hukuman	tahun	dipotong	masa	2
diverifikasi_maupun_menunggu_masa_penempatan	diverifikasi	maupun	menunggu	masa	penempatan	2
dunia_sepak_bola_pada_masa	dunia	sepak	bola	pada	masa	2
ekonomi_di_masa_lalu_tidak	ekonomi	di	masa	lalu	tidak	2
fisik_di_masa_yang_akan	fisik	di	masa	yang	akan	2
fitur_terbaru_mobil-mobil_masa_depan	fitur	terbaru	mobil-mobil	masa	depan	2
gaul_masa_kini_justru_menyebut	gaul	masa	kini	justru	menyebut	2
gaya_hidup_masyarakat_masa_kini	gaya	hidup	masyarakat	masa	kini	2
generasi_masa_depan_bangsa_yang	generasi	masa	depan	bangsa	yang	2
generasi_masa_depan_yang_lebih	generasi	masa	depan	yang	lebih	2
generasi_muda_di_masa_mendatang	generasi	muda	di	masa	mendatang	2
gol_di_masa_perpanjangan_waktu	gol	di	masa	perpanjangan	waktu	2
good_di_masa_depan_yaitu	good	di	masa	depan	yaitu	2
guru_tetap_yayasan_dengan_masa	guru	tetap	yayasan	dengan	masa	2
guru_turut_menentukan_wajah_masa	guru	turut	menentukan	wajah	masa	2
guru_yang_akan_me-masuki_masa	guru	yang	akan	me-masuki	masa	2
hari_sebelum_habis_masa_berlaku	hari	sebelum	habis	masa	berlaku	2
harus_belajar_dari_masa_lalu	harus	belajar	dari	masa	lalu	2
hasil_penilaian_selama_masa_belajar	hasil	penilaian	selama	masa	belajar	2
hingga_berakhirnya_masa_periode_satu	hingga	berakhirnya	masa	periode	satu	2
hingga_pukul_masa_terus_berdatangan	hingga	pukul	masa	terus	berdatangan	2
hukuman_tahun_dipotong_masa_tahanan	hukuman	tahun	dipotong	masa	tahanan	2
industri_consumer_good_di_masa	industri	consumer	good	di	masa	2
industri_masa_depan_untuk_mengganti	industri	masa	depan	untuk	mengganti	2
ini_dan_di_masa_yang	ini	dan	di	masa	yang	2
ini_dan_menatap_ke_masa	ini	dan	menatap	ke	masa	2
ini_ditanyakan_karena_mencakup_masa	ini	ditanyakan	karena	mencakup	masa	2
ini_menjadi_masa_sulit_untuknya	ini	menjadi	masa	sulit	untuknya	2
jalan_terjal_sekitar_pada_masa	jalan	terjal	sekitar	pada	masa	2
jangka_panjang_dengan_masa_repayment	jangka	panjang	dengan	masa	repayment	2
juga_memiliki_basis_masa_yang	juga	memiliki	basis	masa	yang	2
kalau_anak-anak_gaul_masa_kini	kalau	anak-anak	gaul	masa	kini	2
karena_masa_jabatannya_akan_berakhir	karena	masa	jabatannya	akan	berakhir	2
karena_mencakup_masa_depan_para	karena	mencakup	masa	depan	para	2
ke_kampung_halaman_di_masa	ke	kampung	halaman	di	masa	2
ke_masa_seiring_berjalannya_waktu	ke	masa	seiring	berjalannya	waktu	2
kebenaran_dan_pencerahan_bagi_masa	kebenaran	dan	pencerahan	bagi	masa	2
kebijakan_ekonomi_di_masa_lalu	kebijakan	ekonomi	di	masa	lalu	2
kedua_pihak_di_masa_depan	kedua	pihak	di	masa	depan	2
kehidupan_dan_masa_depan_bangsa	kehidupan	dan	masa	depan	bangsa	2
kehidupan_kita_di_masa_depan	kehidupan	kita	di	masa	depan	2
kehidupan_mereka_di_masa_depan	kehidupan	mereka	di	masa	depan	2
kejadian_masa_lalu_yang_relevan	kejadian	masa	lalu	yang	relevan	2
kelestariannya_di_masa_mendatang_icon	kelestariannya	di	masa	mendatang	icon	2
kembali_ke_klub_masa_kecilnya	kembali	ke	klub	masa	kecilnya	2
kepala_daerah_yang_masa_jabatannya	kepala	daerah	yang	masa	jabatannya	2
kepintaran_anak_untuk_masa_depannya	kepintaran	anak	untuk	masa	depannya	2
kerja_operasional_pada_masa_pabrik	kerja	operasional	pada	masa	pabrik	2
kerja_sama_berikutnya_pada_masa	kerja	sama	berikutnya	pada	masa	2
keyboard_fisik_di_masa_yang	keyboard	fisik	di	masa	yang	2
kinerja_dalam_periode_masa_kepengurusan	kinerja	dalam	periode	masa	kepengurusan	2
kini_sudah_memasuki_masa_kampanye	kini	sudah	memasuki	masa	kampanye	2
kita_di_masa_yang_akan	kita	di	masa	yang	akan	2
korban_bisa_melewati_masa_kritisnya	korban	bisa	melewati	masa	kritisnya	2
koreksi_dari_deviasi_di_masa	koreksi	dari	deviasi	di	masa	2
lalu_sekarang_dan_masa_depan	lalu	sekarang	dan	masa	depan	2
lalu_tepatnya_pada_masa_pemerintahan	lalu	tepatnya	pada	masa	pemerintahan	2
lampau_dengan_masa_sekarang_untuk	lampau	dengan	masa	sekarang	untuk	2
lebih_berkembang_di_masa_mendatang	lebih	berkembang	di	masa	mendatang	2
level_klub_pada_masa_depan	level	klub	pada	masa	depan	2
mahasiswa_sejak_awal_masa_persiapan	mahasiswa	sejak	awal	masa	persiapan	2
manusia_masa_kini_telah_bergantung	manusia	masa	kini	telah	bergantung	2
masa_bakti_paling_singkat_delapan	masa	bakti	paling	singkat	delapan	2
masa_berlaku_hingga_yang_tertera	masa	berlaku	hingga	yang	tertera	2
masa_depan_anak_dipengaruhi_oleh	masa	depan	anak	dipengaruhi	oleh	2
masa_depan_bangsa_ini_katanya	masa	depan	bangsa	ini	katanya	2
masa_depan_bangsa_namun_juga	masa	depan	bangsa	namun	juga	2
masa_depan_bumi_dan_seluruh	masa	depan	bumi	dan	seluruh	2
masa_depan_dan_kesejahteraan_para	masa	depan	dan	kesejahteraan	para	2
masa_depan_dengan_cara_mengembangkan	masa	depan	dengan	cara	mengembangkan	2
masa_depan_dengan_lebih_cermat	masa	depan	dengan	lebih	cermat	2
masa_depan_induk_sepak_bola	masa	depan	induk	sepak	bola	2
masa_depan_keuangan_syariah_masih	masa	depan	keuangan	syariah	masih	2
masa_depan_lebih_baik_umat	masa	depan	lebih	baik	umat	2
masa_depan_pemain_spesialis_ganda	masa	depan	pemain	spesialis	ganda	2
masa_depan_sebab_semua_negara	masa	depan	sebab	semua	negara	2
masa_depan_tidak_ada_lagi	masa	depan	tidak	ada	lagi	2
masa_depan_untuk_mengganti_industri	masa	depan	untuk	mengganti	industri	2
masa_depan_yaitu_konsumen_digital	masa	depan	yaitu	konsumen	digital	2
masa_depan_yang_cerah_dan	masa	depan	yang	cerah	dan	2
masa_depan_yang_lebih_cemerlang	masa	depan	yang	lebih	cemerlang	2
masa_depannya_yang_menjanjikan_baginya	masa	depannya	yang	menjanjikan	baginya	2
masa_jabatan_bupati_akan_berakhir	masa	jabatan	bupati	akan	berakhir	2
masa_jabatan_hakim_konstitusi_diperpanjang	masa	jabatan	hakim	konstitusi	diperpanjang	2
masa_jabatan_hakim_seumur_hidup	masa	jabatan	hakim	seumur	hidup	2
masa_jabatan_saya_sebagai_menteri	masa	jabatan	saya	sebagai	menteri	2
masa_jayanya_ia_mencatatkan_penampilan	masa	jayanya	ia	mencatatkan	penampilan	2
masa_kampanye_bisa_mempengaruhi_kinerja	masa	kampanye	bisa	mempengaruhi	kinerja	2
masa_kampanye_melalui_pertemuan_dengan	masa	kampanye	melalui	pertemuan	dengan	2
masa_kanak-kanak_di_desa_saya	masa	kanak-kanak	di	desa	saya	2
masa_ke_masa_seiring_berjalannya	masa	ke	masa	seiring	berjalannya	2
masa_kerja_keduanya_sebagai_pelatih	masa	kerja	keduanya	sebagai	pelatih	2
masa_kerja_minimal_tahun_dan	masa	kerja	minimal	tahun	dan	2
masa_kerja_tahun_kini_adalah	masa	kerja	tahun	kini	adalah	2
masa_kini_seolah_tak_pernah	masa	kini	seolah	tak	pernah	2
masa_kini_telah_bergantung_pada	masa	kini	telah	bergantung	pada	2
masa_kita_oligarki_begitu_melekat	masa	kita	oligarki	begitu	melekat	2
masa_kritis_perkembangan_fungsi_otak	masa	kritis	perkembangan	fungsi	otak	2
masa_lalu_dan_saat_ini	masa	lalu	dan	saat	ini	2
masa_lalu_demi_tidak_mengulangnya	masa	lalu	demi	tidak	mengulangnya	2
masa_lalu_melancarkan_rangkaian_serangan	masa	lalu	melancarkan	rangkaian	serangan	2
masa_lalu_menuju_kesejahteraan_yang	masa	lalu	menuju	kesejahteraan	yang	2
masa_lalu_menurut_warta_kantor	masa	lalu	menurut	warta	kantor	2
masa_lalu_sekarang_dan_masa	masa	lalu	sekarang	dan	masa	2
masa_lalu_seperti_ego_sektoral	masa	lalu	seperti	ego	sektoral	2
masa_lalu_tidak_menciptakan_kesejahteraan	masa	lalu	tidak	menciptakan	kesejahteraan	2
masa_lampau_dengan_masa_sekarang	masa	lampau	dengan	masa	sekarang	2
masa_malah_diancam_dengan_isu	masa	malah	diancam	dengan	isu	2
masa_pemeliharaan_selama_enam_bulan	masa	pemeliharaan	selama	enam	bulan	2
masa_penahanan_selesai_siswa_bersangkutan	masa	penahanan	selesai	siswa	bersangkutan	2
masa_pendaf-taran_calon_kepala_daerah	masa	pendaf-taran	calon	kepala	daerah	2
masa_penempatan_ke_negara_ketiga	masa	penempatan	ke	negara	ketiga	2
masa_puasa_ini_tak_mengubah	masa	puasa	ini	tak	mengubah	2
masa_reses_untuk_menyerap_aspirasi	masa	reses	untuk	menyerap	aspirasi	2
masa_sekarang_untuk_masa_depan	masa	sekarang	untuk	masa	depan	2
masa_seperti_itu_menurut_kitab	masa	seperti	itu	menurut	kitab	2
masa_sidang_kedua_tahun_sidang	masa	sidang	kedua	tahun	sidang	2
masa_sih_kita_nggak_bisa	masa	sih	kita	nggak	bisa	2
masa_tahanan_pada_tuntutan_yang	masa	tahanan	pada	tuntutan	yang	2
masa_tersebut_tidak_ada_penumpukan	masa	tersebut	tidak	ada	penumpukan	2
masa_terus_berdatangan_baik_berjalan	masa	terus	berdatangan	baik	berjalan	2
masa_transisi_ini_partai-partai_politik	masa	transisi	ini	partai-partai	politik	2
masa_tumbuh_kembang_anak_ada	masa	tumbuh	kembang	anak	ada	2
masa_uji_coba_pengelola_ritel	masa	uji	coba	pengelola	ritel	2
masa_weekend_merupakan_saat_yang	masa	weekend	merupakan	saat	yang	2
masa_yang_akan_datang_di	masa	yang	akan	datang	di	2
masa_yang_akan_datang_kata	masa	yang	akan	datang	kata	2
masa_yang_akan_datang_kerja	masa	yang	akan	datang	kerja	2
masa_yang_akan_datang_mereka	masa	yang	akan	datang	mereka	2
masih_dalam_masa_pemulihan_cidera	masih	dalam	masa	pemulihan	cidera	2
masyarakat_agar_tidak_terjebak_masa	masyarakat	agar	tidak	terjebak	masa	2
maupun_menunggu_masa_penempatan_ke	maupun	menunggu	masa	penempatan	ke	2
melahirkan_petaka_di_masa_depan	melahirkan	petaka	di	masa	depan	2
melainkan_menyiapkan_masa_depan_bangsa	melainkan	menyiapkan	masa	depan	bangsa	2
melihat_masa_depan_sebab_semua	melihat	masa	depan	sebab	semua	2
memanfaatkan_masa_kampanye_melalui_pertemuan	memanfaatkan	masa	kampanye	melalui	pertemuan	2
membangun_masa_depan_yang_lebih	membangun	masa	depan	yang	lebih	2
membawa_masa_depan_induk_sepak	membawa	masa	depan	induk	sepak	2
memberikan_alternatif_solusi_energi_masa	memberikan	alternatif	solusi	energi	masa	2
memberikan_masa_promo_selama_sebulan	memberikan	masa	promo	selama	sebulan	2
memiliki_basis_masa_yang_ril	memiliki	basis	masa	yang	ril	2
mempersiapkan_diri_untuk_menyambut_masa	mempersiapkan	diri	untuk	menyambut	masa	2
mempesona_kalau_anak-anak_gaul_masa	mempesona	kalau	anak-anak	gaul	masa	2
menatap_ke_masa_depan_ujar	menatap	ke	masa	depan	ujar	2
mencapai_masa_depan_yang_lebih	mencapai	masa	depan	yang	lebih	2
mencapai_sasaran-sasaran_pembangunan_di_masa	mencapai	sasaran-sasaran	pembangunan	di	masa	2
menengah_hasil_penilaian_selama_masa	menengah	hasil	penilaian	selama	masa	2
mengalami_â_masa_yang_baikâ	mengalami	â	masa	yang	baikâ	2
mengalami_masa_yang_gelap_itu	mengalami	masa	yang	gelap	itu	2
mengalami_perubahan_dari_masa_ke	mengalami	perubahan	dari	masa	ke	2
mengancam_masa_depan_generasi_muda	mengancam	masa	depan	generasi	muda	2
mengatakan_masa_depan_anak_dipengaruhi	mengatakan	masa	depan	anak	dipengaruhi	2
mengoptimalkan_kepintaran_anak_untuk_masa	mengoptimalkan	kepintaran	anak	untuk	masa	2
mengungkap_masa_depan_pemain_spesialis	mengungkap	masa	depan	pemain	spesialis	2
mengusulkan_masa_jabatan_hakim_seumur	mengusulkan	masa	jabatan	hakim	seumur	2
menilai_masa_depan_keuangan_syariah	menilai	masa	depan	keuangan	syariah	2
meninggalkan_pola_pikir_masa_lalu	meninggalkan	pola	pikir	masa	lalu	2
meningkatkan_kinerja_dalam_periode_masa	meningkatkan	kinerja	dalam	periode	masa	2
meningkatkan_kinerja_di_masa_mendatang	meningkatkan	kinerja	di	masa	mendatang	2
menjadi_lebih_baik_di_masa	menjadi	lebih	baik	di	masa	2
menjadi_penentu_arah_masa_depan	menjadi	penentu	arah	masa	depan	2
menjadi_perdana_menteri_pada_masa	menjadi	perdana	menteri	pada	masa	2
menjadi_relevan_pada_masa_mendatang	menjadi	relevan	pada	masa	mendatang	2
menjadi_sumber_kehidupan_dan_masa	menjadi	sumber	kehidupan	dan	masa	2
menjalani_masa_kerja_keduanya_sebagai	menjalani	masa	kerja	keduanya	sebagai	2
menjawab_tantangan_masa_depan_dengan	menjawab	tantangan	masa	depan	dengan	2
menunggu_masa_penempatan_ke_negara	menunggu	masa	penempatan	ke	negara	2
menunjukkan_kebijakan_ekonomi_di_masa	menunjukkan	kebijakan	ekonomi	di	masa	2
menyambut_masa_depan_dengan_cara	menyambut	masa	depan	dengan	cara	2
menyampaikan_akan_datang_suatu_masa	menyampaikan	akan	datang	suatu	masa	2
menyatakan_karier_masa_depan_di	menyatakan	karier	masa	depan	di	2
menyiapkan_generasi_masa_depan_yang	menyiapkan	generasi	masa	depan	yang	2
menyongsong_masa_depan_yang_cerah	menyongsong	masa	depan	yang	cerah	2
menyongsong_masa_depan_yang_lebih	menyongsong	masa	depan	yang	lebih	2
modal_kerja_operasional_pada_masa	modal	kerja	operasional	pada	masa	2
moril_masa_malah_diancam_dengan	moril	masa	malah	diancam	dengan	2
mulai_berpikir_tentang_masa_depannya	mulai	berpikir	tentang	masa	depannya	2
mulia_yang_menyiapkan_generasi_masa	mulia	yang	menyiapkan	generasi	masa	2
nantinya_bisa_menjadi_pemimpin_masa	nantinya	bisa	menjadi	pemimpin	masa	2
oleh_ayahnya_pada_masa_paruh	oleh	ayahnya	pada	masa	paruh	2
operasional_pada_masa_pabrik_beroperasi	operasional	pada	masa	pabrik	beroperasi	2
pada_masa_jayanya_ia_mencatatkan	pada	masa	jayanya	ia	mencatatkan	2
pada_masa_kampanye_bisa_mempengaruhi	pada	masa	kampanye	bisa	mempengaruhi	2
pada_masa_lalu_melancarkan_rangkaian	pada	masa	lalu	melancarkan	rangkaian	2
pada_masa_lalu_menurut_warta	pada	masa	lalu	menurut	warta	2
pada_masa_pabrik_beroperasi_komersial	pada	masa	pabrik	beroperasi	komersial	2
pajak_hingga_berakhirnya_masa_periode	pajak	hingga	berakhirnya	masa	periode	2
paling_perlu_diwaspadai_selama_masa	paling	perlu	diwaspadai	selama	masa	2
panjang_dengan_masa_repayment_selama	panjang	dengan	masa	repayment	selama	2
para_mahasiswa_sejak_awal_masa	para	mahasiswa	sejak	awal	masa	2
pedagang_yang_sudah_habis_masa	pedagang	yang	sudah	habis	masa	2
pekerjaan_melainkan_menyiapkan_masa_depan	pekerjaan	melainkan	menyiapkan	masa	depan	2
pelaksanaan_proyek_di_masa_kepemimpinan	pelaksanaan	proyek	di	masa	kepemimpinan	2
